o,h,l,c,time
1.07500,1.07540,1.07468,1.07526,2017-01-25T23:00:00.000000000Z
1.07528,1.07648,1.07520,1.07628,2017-01-26T00:00:00.000000000Z
1.07631,1.07656,1.07575,1.07588,2017-01-26T01:00:00.000000000Z
1.07590,1.07610,1.07543,1.07572,2017-01-26T02:00:00.000000000Z
1.07576,1.07624,1.07544,1.07570,2017-01-26T03:00:00.000000000Z
1.07568,1.07596,1.07536,1.07574,2017-01-26T04:00:00.000000000Z
1.07576,1.07606,1.07532,1.07558,2017-01-26T05:00:00.000000000Z
1.07556,1.07569,1.07399,1.07422,2017-01-26T06:00:00.000000000Z
1.07420,1.07472,1.07294,1.07308,2017-01-26T07:00:00.000000000Z
1.07305,1.07438,1.07266,1.07395,2017-01-26T08:00:00.000000000Z
1.07397,1.07436,1.07161,1.07212,2017-01-26T09:00:00.000000000Z
1.07214,1.07271,1.07128,1.07209,2017-01-26T10:00:00.000000000Z
1.07206,1.07334,1.07196,1.07314,2017-01-26T11:00:00.000000000Z
1.07312,1.07327,1.07078,1.07106,2017-01-26T12:00:00.000000000Z
1.07108,1.07124,1.06889,1.06972,2017-01-26T13:00:00.000000000Z
1.06969,1.07048,1.06728,1.06858,2017-01-26T14:00:00.000000000Z
1.06860,1.06927,1.06700,1.06714,2017-01-26T15:00:00.000000000Z
1.06712,1.06736,1.06579,1.06694,2017-01-26T16:00:00.000000000Z
1.06690,1.06885,1.06674,1.06868,2017-01-26T17:00:00.000000000Z
1.06866,1.07008,1.06852,1.06961,2017-01-26T18:00:00.000000000Z
1.06958,1.07041,1.06916,1.06984,2017-01-26T19:00:00.000000000Z
1.06982,1.06982,1.06746,1.06758,2017-01-26T20:00:00.000000000Z
1.06756,1.06824,1.06627,1.06824,2017-01-26T21:00:00.000000000Z
1.06797,1.06865,1.06733,1.06800,2017-01-26T22:00:00.000000000Z
1.06804,1.06838,1.06746,1.06836,2017-01-26T23:00:00.000000000Z
1.06832,1.06869,1.06798,1.06828,2017-01-27T00:00:00.000000000Z
1.06830,1.06866,1.06725,1.06824,2017-01-27T01:00:00.000000000Z
1.06827,1.06886,1.06787,1.06806,2017-01-27T02:00:00.000000000Z
1.06809,1.06818,1.06730,1.06753,2017-01-27T03:00:00.000000000Z
1.06751,1.06771,1.06721,1.06744,2017-01-27T04:00:00.000000000Z
1.06741,1.06748,1.06682,1.06716,2017-01-27T05:00:00.000000000Z
1.06719,1.06732,1.06610,1.06646,2017-01-27T06:00:00.000000000Z
1.06648,1.06756,1.06584,1.06740,2017-01-27T07:00:00.000000000Z
1.06736,1.06846,1.06718,1.06812,2017-01-27T08:00:00.000000000Z
1.06810,1.06983,1.06806,1.06930,2017-01-27T09:00:00.000000000Z
1.06928,1.06950,1.06756,1.06824,2017-01-27T10:00:00.000000000Z
1.06828,1.06972,1.06809,1.06938,2017-01-27T11:00:00.000000000Z
1.06936,1.06952,1.06706,1.06748,2017-01-27T12:00:00.000000000Z
1.06752,1.07088,1.06736,1.06983,2017-01-27T13:00:00.000000000Z
1.06986,1.07251,1.06978,1.07027,2017-01-27T14:00:00.000000000Z
1.07024,1.07150,1.07000,1.07061,2017-01-27T15:00:00.000000000Z
1.07064,1.07088,1.06896,1.06898,2017-01-27T16:00:00.000000000Z
1.06896,1.06927,1.06796,1.06827,2017-01-27T17:00:00.000000000Z
1.06830,1.06930,1.06788,1.06898,2017-01-27T18:00:00.000000000Z
1.06900,1.06997,1.06892,1.06990,2017-01-27T19:00:00.000000000Z
1.06988,1.06992,1.06916,1.06960,2017-01-27T20:00:00.000000000Z
1.06957,1.06994,1.06935,1.06981,2017-01-27T21:00:00.000000000Z
1.07232,1.07232,1.07118,1.07137,2017-01-29T22:00:00.000000000Z
1.07136,1.07184,1.07080,1.07174,2017-01-29T23:00:00.000000000Z
1.07171,1.07270,1.07160,1.07230,2017-01-30T00:00:00.000000000Z
1.07232,1.07404,1.07232,1.07368,2017-01-30T01:00:00.000000000Z
1.07366,1.07368,1.07306,1.07333,2017-01-30T02:00:00.000000000Z
1.07330,1.07384,1.07306,1.07320,2017-01-30T03:00:00.000000000Z
1.07322,1.07352,1.07290,1.07294,2017-01-30T04:00:00.000000000Z
1.07297,1.07319,1.07234,1.07244,2017-01-30T05:00:00.000000000Z
1.07242,1.07254,1.07194,1.07208,2017-01-30T06:00:00.000000000Z
1.07205,1.07208,1.06985,1.07001,2017-01-30T07:00:00.000000000Z
1.07004,1.07020,1.06930,1.06964,2017-01-30T08:00:00.000000000Z
1.06966,1.06974,1.06872,1.06956,2017-01-30T09:00:00.000000000Z
1.06954,1.06997,1.06902,1.06929,2017-01-30T10:00:00.000000000Z
1.06926,1.06940,1.06558,1.06614,2017-01-30T11:00:00.000000000Z
1.06611,1.06653,1.06263,1.06294,2017-01-30T12:00:00.000000000Z
1.06296,1.06448,1.06204,1.06447,2017-01-30T13:00:00.000000000Z
1.06444,1.06594,1.06402,1.06594,2017-01-30T14:00:00.000000000Z
1.06592,1.06926,1.06533,1.06878,2017-01-30T15:00:00.000000000Z
1.06882,1.06990,1.06796,1.06800,2017-01-30T16:00:00.000000000Z
1.06803,1.07095,1.06780,1.06932,2017-01-30T17:00:00.000000000Z
1.06934,1.06980,1.06852,1.06920,2017-01-30T18:00:00.000000000Z
1.06922,1.06951,1.06862,1.06944,2017-01-30T19:00:00.000000000Z
1.06947,1.07000,1.06904,1.06945,2017-01-30T20:00:00.000000000Z
1.06948,1.06995,1.06936,1.06956,2017-01-30T21:00:00.000000000Z
1.06964,1.07028,1.06924,1.07010,2017-01-30T22:00:00.000000000Z
1.07006,1.07088,1.07006,1.07077,2017-01-30T23:00:00.000000000Z
1.07080,1.07088,1.06953,1.06973,2017-01-31T00:00:00.000000000Z
1.06971,1.06999,1.06928,1.06932,2017-01-31T01:00:00.000000000Z
1.06929,1.07058,1.06911,1.07052,2017-01-31T02:00:00.000000000Z
1.07050,1.07127,1.06948,1.06976,2017-01-31T03:00:00.000000000Z
1.06974,1.07040,1.06926,1.06964,2017-01-31T04:00:00.000000000Z
1.06962,1.07034,1.06953,1.06999,2017-01-31T05:00:00.000000000Z
1.07002,1.07046,1.06916,1.06928,2017-01-31T06:00:00.000000000Z
1.06926,1.07006,1.06846,1.06996,2017-01-31T07:00:00.000000000Z
1.06994,1.07252,1.06975,1.06988,2017-01-31T08:00:00.000000000Z
1.06991,1.07127,1.06912,1.07118,2017-01-31T09:00:00.000000000Z
1.07122,1.07193,1.06998,1.07012,2017-01-31T10:00:00.000000000Z
1.07010,1.07526,1.06993,1.07508,2017-01-31T11:00:00.000000000Z
1.07505,1.07650,1.07478,1.07484,2017-01-31T12:00:00.000000000Z
1.07482,1.07630,1.07429,1.07552,2017-01-31T13:00:00.000000000Z
1.07553,1.07950,1.07488,1.07916,2017-01-31T14:00:00.000000000Z
1.07913,1.08108,1.07796,1.08099,2017-01-31T15:00:00.000000000Z
1.08096,1.08124,1.07821,1.07933,2017-01-31T16:00:00.000000000Z
1.07930,1.07969,1.07723,1.07836,2017-01-31T17:00:00.000000000Z
1.07839,1.07960,1.07829,1.07928,2017-01-31T18:00:00.000000000Z
1.07926,1.08098,1.07900,1.08043,2017-01-31T19:00:00.000000000Z
1.08046,1.08046,1.07864,1.07963,2017-01-31T20:00:00.000000000Z
1.07961,1.08002,1.07924,1.07975,2017-01-31T21:00:00.000000000Z
1.07980,1.07982,1.07912,1.07961,2017-01-31T22:00:00.000000000Z
1.07962,1.08048,1.07962,1.08012,2017-01-31T23:00:00.000000000Z
1.08009,1.08009,1.07898,1.07960,2017-02-01T00:00:00.000000000Z
1.07958,1.07964,1.07883,1.07931,2017-02-01T01:00:00.000000000Z
1.07933,1.07982,1.07894,1.07960,2017-02-01T02:00:00.000000000Z
1.07962,1.07983,1.07918,1.07927,2017-02-01T03:00:00.000000000Z
1.07924,1.07938,1.07880,1.07905,2017-02-01T04:00:00.000000000Z
1.07908,1.07926,1.07874,1.07907,2017-02-01T05:00:00.000000000Z
1.07910,1.07912,1.07772,1.07796,2017-02-01T06:00:00.000000000Z
1.07798,1.07874,1.07748,1.07815,2017-02-01T07:00:00.000000000Z
1.07812,1.07986,1.07792,1.07977,2017-02-01T08:00:00.000000000Z
1.07978,1.07992,1.07844,1.07846,2017-02-01T09:00:00.000000000Z
1.07848,1.08032,1.07816,1.08030,2017-02-01T10:00:00.000000000Z
1.08027,1.08027,1.07910,1.08022,2017-02-01T11:00:00.000000000Z
1.08019,1.08074,1.07884,1.07884,2017-02-01T12:00:00.000000000Z
1.07886,1.07936,1.07602,1.07605,2017-02-01T13:00:00.000000000Z
1.07602,1.07630,1.07506,1.07582,2017-02-01T14:00:00.000000000Z
1.07582,1.07615,1.07367,1.07581,2017-02-01T15:00:00.000000000Z
1.07584,1.07596,1.07478,1.07564,2017-02-01T16:00:00.000000000Z
1.07562,1.07602,1.07472,1.07528,2017-02-01T17:00:00.000000000Z
1.07525,1.07540,1.07380,1.07391,2017-02-01T18:00:00.000000000Z
1.07403,1.07894,1.07310,1.07766,2017-02-01T19:00:00.000000000Z
1.07763,1.07800,1.07649,1.07700,2017-02-01T20:00:00.000000000Z
1.07698,1.07724,1.07631,1.07689,2017-02-01T21:00:00.000000000Z
1.07692,1.07710,1.07625,1.07674,2017-02-01T22:00:00.000000000Z
1.07673,1.07710,1.07625,1.07650,2017-02-01T23:00:00.000000000Z
1.07652,1.07832,1.07646,1.07826,2017-02-02T00:00:00.000000000Z
1.07830,1.07884,1.07759,1.07830,2017-02-02T01:00:00.000000000Z
1.07832,1.07844,1.07764,1.07812,2017-02-02T02:00:00.000000000Z
1.07814,1.07934,1.07811,1.07888,2017-02-02T03:00:00.000000000Z
1.07892,1.07930,1.07830,1.07845,2017-02-02T04:00:00.000000000Z
1.07847,1.07956,1.07847,1.07930,2017-02-02T05:00:00.000000000Z
1.07928,1.07955,1.07820,1.07820,2017-02-02T06:00:00.000000000Z
1.07824,1.07982,1.07780,1.07926,2017-02-02T07:00:00.000000000Z
1.07924,1.08184,1.07882,1.08134,2017-02-02T08:00:00.000000000Z
1.08131,1.08169,1.08029,1.08153,2017-02-02T09:00:00.000000000Z
1.08156,1.08187,1.08052,1.08100,2017-02-02T10:00:00.000000000Z
1.08096,1.08192,1.07943,1.08110,2017-02-02T11:00:00.000000000Z
1.08110,1.08149,1.07988,1.08042,2017-02-02T12:00:00.000000000Z
1.08046,1.08290,1.08024,1.08147,2017-02-02T13:00:00.000000000Z
1.08150,1.08238,1.08047,1.08176,2017-02-02T14:00:00.000000000Z
1.08174,1.08192,1.08020,1.08058,2017-02-02T15:00:00.000000000Z
1.08061,1.08124,1.07944,1.08025,2017-02-02T16:00:00.000000000Z
1.08022,1.08033,1.07846,1.07878,2017-02-02T17:00:00.000000000Z
1.07880,1.07946,1.07754,1.07757,2017-02-02T18:00:00.000000000Z
1.07754,1.07775,1.07589,1.07648,2017-02-02T19:00:00.000000000Z
1.07646,1.07648,1.07562,1.07624,2017-02-02T20:00:00.000000000Z
1.07622,1.07638,1.07568,1.07584,2017-02-02T21:00:00.000000000Z
1.07596,1.07676,1.07568,1.07622,2017-02-02T22:00:00.000000000Z
1.07618,1.07630,1.07570,1.07620,2017-02-02T23:00:00.000000000Z
1.07622,1.07652,1.07576,1.07611,2017-02-03T00:00:00.000000000Z
1.07613,1.07718,1.07552,1.07696,2017-02-03T01:00:00.000000000Z
1.07698,1.07710,1.07560,1.07603,2017-02-03T02:00:00.000000000Z
1.07606,1.07610,1.07456,1.07552,2017-02-03T03:00:00.000000000Z
1.07550,1.07610,1.07550,1.07578,2017-02-03T04:00:00.000000000Z
1.07582,1.07584,1.07497,1.07578,2017-02-03T05:00:00.000000000Z
1.07576,1.07596,1.07489,1.07592,2017-02-03T06:00:00.000000000Z
1.07590,1.07660,1.07532,1.07578,2017-02-03T07:00:00.000000000Z
1.07576,1.07628,1.07416,1.07442,2017-02-03T08:00:00.000000000Z
1.07438,1.07491,1.07392,1.07419,2017-02-03T09:00:00.000000000Z
1.07416,1.07462,1.07368,1.07386,2017-02-03T10:00:00.000000000Z
1.07388,1.07417,1.07277,1.07308,2017-02-03T11:00:00.000000000Z
1.07304,1.07430,1.07280,1.07348,2017-02-03T12:00:00.000000000Z
1.07350,1.07752,1.07125,1.07562,2017-02-03T13:00:00.000000000Z
1.07559,1.07824,1.07559,1.07647,2017-02-03T14:00:00.000000000Z
1.07652,1.07976,1.07622,1.07883,2017-02-03T15:00:00.000000000Z
1.07885,1.07927,1.07770,1.07906,2017-02-03T16:00:00.000000000Z
1.07908,1.07941,1.07795,1.07837,2017-02-03T17:00:00.000000000Z
1.07840,1.07864,1.07645,1.07686,2017-02-03T18:00:00.000000000Z
1.07684,1.07690,1.07590,1.07664,2017-02-03T19:00:00.000000000Z
1.07662,1.07811,1.07654,1.07800,2017-02-03T20:00:00.000000000Z
1.07798,1.07884,1.07779,1.07850,2017-02-03T21:00:00.000000000Z
1.07898,1.07914,1.07820,1.07848,2017-02-05T22:00:00.000000000Z
1.07852,1.07879,1.07782,1.07824,2017-02-05T23:00:00.000000000Z
1.07826,1.07847,1.07744,1.07844,2017-02-06T00:00:00.000000000Z
1.07842,1.07887,1.07796,1.07796,2017-02-06T01:00:00.000000000Z
1.07800,1.07850,1.07769,1.07778,2017-02-06T02:00:00.000000000Z
1.07780,1.07830,1.07780,1.07826,2017-02-06T03:00:00.000000000Z
1.07828,1.07832,1.07738,1.07757,2017-02-06T04:00:00.000000000Z
1.07754,1.07784,1.07734,1.07748,2017-02-06T05:00:00.000000000Z
1.07746,1.07777,1.07679,1.07679,2017-02-06T06:00:00.000000000Z
1.07681,1.07682,1.07478,1.07526,2017-02-06T07:00:00.000000000Z
1.07524,1.07581,1.07433,1.07506,2017-02-06T08:00:00.000000000Z
1.07508,1.07557,1.07424,1.07465,2017-02-06T09:00:00.000000000Z
1.07468,1.07468,1.07342,1.07406,2017-02-06T10:00:00.000000000Z
1.07408,1.07449,1.07336,1.07369,2017-02-06T11:00:00.000000000Z
1.07372,1.07438,1.07304,1.07335,2017-02-06T12:00:00.000000000Z
1.07338,1.07340,1.07086,1.07133,2017-02-06T13:00:00.000000000Z
1.07131,1.07322,1.07056,1.07290,2017-02-06T14:00:00.000000000Z
1.07288,1.07400,1.07134,1.07388,2017-02-06T15:00:00.000000000Z
1.07390,1.07428,1.07292,1.07306,2017-02-06T16:00:00.000000000Z
1.07308,1.07430,1.07292,1.07350,2017-02-06T17:00:00.000000000Z
1.07348,1.07462,1.07290,1.07430,2017-02-06T18:00:00.000000000Z
1.07428,1.07532,1.07420,1.07475,2017-02-06T19:00:00.000000000Z
1.07472,1.07550,1.07431,1.07506,2017-02-06T20:00:00.000000000Z
1.07508,1.07541,1.07498,1.07504,2017-02-06T21:00:00.000000000Z
1.07494,1.07506,1.07443,1.07481,2017-02-06T22:00:00.000000000Z
1.07478,1.07493,1.07415,1.07434,2017-02-06T23:00:00.000000000Z
1.07432,1.07446,1.07262,1.07308,2017-02-07T00:00:00.000000000Z
1.07305,1.07330,1.07210,1.07302,2017-02-07T01:00:00.000000000Z
1.07300,1.07358,1.07226,1.07227,2017-02-07T02:00:00.000000000Z
1.07224,1.07242,1.07042,1.07080,2017-02-07T03:00:00.000000000Z
1.07083,1.07132,1.07056,1.07098,2017-02-07T04:00:00.000000000Z
1.07101,1.07138,1.07074,1.07128,2017-02-07T05:00:00.000000000Z
1.07124,1.07131,1.06914,1.06935,2017-02-07T06:00:00.000000000Z
1.06938,1.06997,1.06808,1.06818,2017-02-07T07:00:00.000000000Z
1.06816,1.06842,1.06615,1.06742,2017-02-07T08:00:00.000000000Z
1.06740,1.06748,1.06562,1.06600,2017-02-07T09:00:00.000000000Z
1.06598,1.06725,1.06578,1.06682,2017-02-07T10:00:00.000000000Z
1.06680,1.06740,1.06618,1.06718,2017-02-07T11:00:00.000000000Z
1.06720,1.06862,1.06720,1.06768,2017-02-07T12:00:00.000000000Z
1.06765,1.06786,1.06645,1.06758,2017-02-07T13:00:00.000000000Z
1.06755,1.06796,1.06682,1.06720,2017-02-07T14:00:00.000000000Z
1.06719,1.06876,1.06629,1.06854,2017-02-07T15:00:00.000000000Z
1.06857,1.06939,1.06804,1.06899,2017-02-07T16:00:00.000000000Z
1.06900,1.07038,1.06876,1.06920,2017-02-07T17:00:00.000000000Z
1.06922,1.07062,1.06912,1.06944,2017-02-07T18:00:00.000000000Z
1.06942,1.06962,1.06886,1.06962,2017-02-07T19:00:00.000000000Z
1.06959,1.06974,1.06874,1.06887,2017-02-07T20:00:00.000000000Z
1.06884,1.06886,1.06776,1.06830,2017-02-07T21:00:00.000000000Z
1.06804,1.06838,1.06770,1.06806,2017-02-07T22:00:00.000000000Z
1.06805,1.06824,1.06754,1.06786,2017-02-07T23:00:00.000000000Z
1.06784,1.06795,1.06679,1.06781,2017-02-08T00:00:00.000000000Z
1.06783,1.06910,1.06710,1.06852,2017-02-08T01:00:00.000000000Z
1.06854,1.06908,1.06822,1.06860,2017-02-08T02:00:00.000000000Z
1.06862,1.06896,1.06827,1.06892,2017-02-08T03:00:00.000000000Z
1.06888,1.06895,1.06736,1.06776,2017-02-08T04:00:00.000000000Z
1.06774,1.06812,1.06759,1.06769,2017-02-08T05:00:00.000000000Z
1.06772,1.06804,1.06662,1.06662,2017-02-08T06:00:00.000000000Z
1.06665,1.06718,1.06552,1.06586,2017-02-08T07:00:00.000000000Z
1.06584,1.06642,1.06430,1.06600,2017-02-08T08:00:00.000000000Z
1.06597,1.06614,1.06408,1.06445,2017-02-08T09:00:00.000000000Z
1.06442,1.06546,1.06428,1.06464,2017-02-08T10:00:00.000000000Z
1.06461,1.06494,1.06417,1.06492,2017-02-08T11:00:00.000000000Z
1.06490,1.06590,1.06462,1.06588,2017-02-08T12:00:00.000000000Z
1.06590,1.06767,1.06536,1.06702,2017-02-08T13:00:00.000000000Z
1.06704,1.07088,1.06704,1.06996,2017-02-08T14:00:00.000000000Z
1.06994,1.07084,1.06868,1.07072,2017-02-08T15:00:00.000000000Z
1.07070,1.07140,1.06988,1.07068,2017-02-08T16:00:00.000000000Z
1.07071,1.07080,1.06944,1.06966,2017-02-08T17:00:00.000000000Z
1.06968,1.06968,1.06788,1.06811,2017-02-08T18:00:00.000000000Z
1.06808,1.06875,1.06786,1.06865,2017-02-08T19:00:00.000000000Z
1.06867,1.06898,1.06843,1.06880,2017-02-08T20:00:00.000000000Z
1.06878,1.06988,1.06870,1.06984,2017-02-08T21:00:00.000000000Z
1.06980,1.07020,1.06920,1.06955,2017-02-08T22:00:00.000000000Z
1.06952,1.06970,1.06908,1.06916,2017-02-08T23:00:00.000000000Z
1.06913,1.06956,1.06832,1.06878,2017-02-09T00:00:00.000000000Z
1.06876,1.06886,1.06816,1.06851,2017-02-09T01:00:00.000000000Z
1.06848,1.06858,1.06778,1.06855,2017-02-09T02:00:00.000000000Z
1.06858,1.06948,1.06842,1.06898,2017-02-09T03:00:00.000000000Z
1.06896,1.06898,1.06852,1.06878,2017-02-09T04:00:00.000000000Z
1.06876,1.06895,1.06766,1.06808,2017-02-09T05:00:00.000000000Z
1.06806,1.06836,1.06720,1.06726,2017-02-09T06:00:00.000000000Z
1.06730,1.06807,1.06704,1.06792,2017-02-09T07:00:00.000000000Z
1.06790,1.07071,1.06782,1.06994,2017-02-09T08:00:00.000000000Z
1.06998,1.07096,1.06956,1.07023,2017-02-09T09:00:00.000000000Z
1.07020,1.07020,1.06909,1.06916,2017-02-09T10:00:00.000000000Z
1.06914,1.06938,1.06744,1.06805,2017-02-09T11:00:00.000000000Z
1.06807,1.06874,1.06771,1.06843,2017-02-09T12:00:00.000000000Z
1.06846,1.06957,1.06734,1.06820,2017-02-09T13:00:00.000000000Z
1.06818,1.06940,1.06622,1.06656,2017-02-09T14:00:00.000000000Z
1.06654,1.06804,1.06561,1.06646,2017-02-09T15:00:00.000000000Z
1.06648,1.06717,1.06536,1.06571,2017-02-09T16:00:00.000000000Z
1.06569,1.06645,1.06558,1.06572,2017-02-09T17:00:00.000000000Z
1.06568,1.06616,1.06510,1.06604,2017-02-09T18:00:00.000000000Z
1.06602,1.06635,1.06560,1.06582,2017-02-09T19:00:00.000000000Z
1.06580,1.06649,1.06556,1.06624,2017-02-09T20:00:00.000000000Z
1.06626,1.06647,1.06550,1.06558,2017-02-09T21:00:00.000000000Z
1.06580,1.06613,1.06536,1.06544,2017-02-09T22:00:00.000000000Z
1.06547,1.06588,1.06542,1.06574,2017-02-09T23:00:00.000000000Z
1.06571,1.06628,1.06496,1.06554,2017-02-10T00:00:00.000000000Z
1.06556,1.06672,1.06556,1.06612,2017-02-10T01:00:00.000000000Z
1.06614,1.06636,1.06572,1.06595,2017-02-10T02:00:00.000000000Z
1.06598,1.06678,1.06598,1.06621,2017-02-10T03:00:00.000000000Z
1.06624,1.06628,1.06588,1.06622,2017-02-10T04:00:00.000000000Z
1.06620,1.06622,1.06516,1.06529,2017-02-10T05:00:00.000000000Z
1.06532,1.06598,1.06504,1.06593,2017-02-10T06:00:00.000000000Z
1.06591,1.06636,1.06391,1.06400,2017-02-10T07:00:00.000000000Z
1.06398,1.06456,1.06362,1.06398,2017-02-10T08:00:00.000000000Z
1.06394,1.06462,1.06382,1.06421,2017-02-10T09:00:00.000000000Z
1.06419,1.06482,1.06380,1.06449,2017-02-10T10:00:00.000000000Z
1.06447,1.06498,1.06392,1.06398,2017-02-10T11:00:00.000000000Z
1.06400,1.06428,1.06264,1.06267,2017-02-10T12:00:00.000000000Z
1.06270,1.06298,1.06162,1.06192,2017-02-10T13:00:00.000000000Z
1.06196,1.06244,1.06077,1.06226,2017-02-10T14:00:00.000000000Z
1.06230,1.06392,1.06189,1.06246,2017-02-10T15:00:00.000000000Z
1.06248,1.06523,1.06218,1.06491,2017-02-10T16:00:00.000000000Z
1.06494,1.06520,1.06328,1.06342,2017-02-10T17:00:00.000000000Z
1.06345,1.06531,1.06274,1.06316,2017-02-10T18:00:00.000000000Z
1.06314,1.06338,1.06256,1.06326,2017-02-10T19:00:00.000000000Z
1.06328,1.06386,1.06302,1.06377,2017-02-10T20:00:00.000000000Z
1.06374,1.06413,1.06330,1.06412,2017-02-10T21:00:00.000000000Z
1.06286,1.06372,1.06268,1.06319,2017-02-12T22:00:00.000000000Z
1.06316,1.06316,1.06177,1.06190,2017-02-12T23:00:00.000000000Z
1.06187,1.06232,1.06122,1.06216,2017-02-13T00:00:00.000000000Z
1.06214,1.06270,1.06202,1.06209,2017-02-13T01:00:00.000000000Z
1.06206,1.06218,1.06151,1.06156,2017-02-13T02:00:00.000000000Z
1.06158,1.06217,1.06140,1.06190,2017-02-13T03:00:00.000000000Z
1.06192,1.06234,1.06176,1.06226,2017-02-13T04:00:00.000000000Z
1.06224,1.06302,1.06208,1.06281,2017-02-13T05:00:00.000000000Z
1.06284,1.06352,1.06266,1.06304,2017-02-13T06:00:00.000000000Z
1.06301,1.06442,1.06280,1.06430,2017-02-13T07:00:00.000000000Z
1.06428,1.06583,1.06419,1.06490,2017-02-13T08:00:00.000000000Z
1.06488,1.06501,1.06375,1.06375,2017-02-13T09:00:00.000000000Z
1.06372,1.06460,1.06340,1.06396,2017-02-13T10:00:00.000000000Z
1.06398,1.06470,1.06357,1.06414,2017-02-13T11:00:00.000000000Z
1.06417,1.06468,1.06302,1.06325,2017-02-13T12:00:00.000000000Z
1.06328,1.06333,1.06209,1.06237,2017-02-13T13:00:00.000000000Z
1.06240,1.06248,1.06000,1.06018,2017-02-13T14:00:00.000000000Z
1.06016,1.06076,1.05922,1.06042,2017-02-13T15:00:00.000000000Z
1.06044,1.06091,1.05942,1.06024,2017-02-13T16:00:00.000000000Z
1.06026,1.06072,1.05956,1.05958,2017-02-13T17:00:00.000000000Z
1.05960,1.06054,1.05954,1.06034,2017-02-13T18:00:00.000000000Z
1.06030,1.06058,1.05966,1.05992,2017-02-13T19:00:00.000000000Z
1.05988,1.06018,1.05952,1.05960,2017-02-13T20:00:00.000000000Z
1.05962,1.05988,1.05958,1.05966,2017-02-13T21:00:00.000000000Z
1.05976,1.05987,1.05926,1.05963,2017-02-13T22:00:00.000000000Z
1.05959,1.05992,1.05930,1.05989,2017-02-13T23:00:00.000000000Z
1.05992,1.06091,1.05964,1.06004,2017-02-14T00:00:00.000000000Z
1.06002,1.06060,1.05932,1.05958,2017-02-14T01:00:00.000000000Z
1.05961,1.05988,1.05916,1.05986,2017-02-14T02:00:00.000000000Z
1.05988,1.06042,1.05986,1.06042,2017-02-14T03:00:00.000000000Z
1.06044,1.06122,1.06042,1.06107,2017-02-14T04:00:00.000000000Z
1.06109,1.06230,1.06101,1.06195,2017-02-14T05:00:00.000000000Z
1.06198,1.06239,1.06148,1.06228,2017-02-14T06:00:00.000000000Z
1.06226,1.06226,1.06066,1.06072,2017-02-14T07:00:00.000000000Z
1.06072,1.06335,1.06072,1.06312,2017-02-14T08:00:00.000000000Z
1.06310,1.06320,1.06142,1.06172,2017-02-14T09:00:00.000000000Z
1.06168,1.06210,1.06082,1.06175,2017-02-14T10:00:00.000000000Z
1.06173,1.06332,1.06156,1.06285,2017-02-14T11:00:00.000000000Z
1.06288,1.06305,1.06209,1.06218,2017-02-14T12:00:00.000000000Z
1.06221,1.06254,1.06110,1.06130,2017-02-14T13:00:00.000000000Z
1.06133,1.06149,1.06018,1.06098,2017-02-14T14:00:00.000000000Z
1.06101,1.06145,1.05614,1.05638,2017-02-14T15:00:00.000000000Z
1.05640,1.05810,1.05612,1.05768,2017-02-14T16:00:00.000000000Z
1.05770,1.05770,1.05640,1.05651,2017-02-14T17:00:00.000000000Z
1.05648,1.05738,1.05619,1.05698,2017-02-14T18:00:00.000000000Z
1.05700,1.05761,1.05674,1.05734,2017-02-14T19:00:00.000000000Z
1.05732,1.05761,1.05701,1.05758,2017-02-14T20:00:00.000000000Z
1.05760,1.05800,1.05751,1.05782,2017-02-14T21:00:00.000000000Z
1.05762,1.05802,1.05744,1.05778,2017-02-14T22:00:00.000000000Z
1.05778,1.05794,1.05744,1.05782,2017-02-14T23:00:00.000000000Z
1.05786,1.05786,1.05668,1.05688,2017-02-15T00:00:00.000000000Z
1.05684,1.05771,1.05652,1.05736,2017-02-15T01:00:00.000000000Z
1.05734,1.05764,1.05684,1.05746,2017-02-15T02:00:00.000000000Z
1.05748,1.05840,1.05738,1.05835,2017-02-15T03:00:00.000000000Z
1.05838,1.05863,1.05754,1.05765,2017-02-15T04:00:00.000000000Z
1.05768,1.05822,1.05762,1.05790,2017-02-15T05:00:00.000000000Z
1.05788,1.05824,1.05764,1.05800,2017-02-15T06:00:00.000000000Z
1.05803,1.05803,1.05691,1.05743,2017-02-15T07:00:00.000000000Z
1.05741,1.05748,1.05528,1.05624,2017-02-15T08:00:00.000000000Z
1.05622,1.05622,1.05476,1.05558,2017-02-15T09:00:00.000000000Z
1.05556,1.05582,1.05428,1.05531,2017-02-15T10:00:00.000000000Z
1.05528,1.05610,1.05480,1.05569,2017-02-15T11:00:00.000000000Z
1.05572,1.05608,1.05502,1.05532,2017-02-15T12:00:00.000000000Z
1.05536,1.05582,1.05214,1.05342,2017-02-15T13:00:00.000000000Z
1.05344,1.05650,1.05316,1.05610,2017-02-15T14:00:00.000000000Z
1.05613,1.05804,1.05599,1.05736,2017-02-15T15:00:00.000000000Z
1.05738,1.06093,1.05728,1.05968,2017-02-15T16:00:00.000000000Z
1.05964,1.06057,1.05810,1.05839,2017-02-15T17:00:00.000000000Z
1.05842,1.05913,1.05809,1.05896,2017-02-15T18:00:00.000000000Z
1.05894,1.05924,1.05822,1.05896,2017-02-15T19:00:00.000000000Z
