o,h,l,c,time
1.12265,1.12308,1.12255,1.12284,2019-06-05T22:00:00.000000000Z
1.12282,1.12313,1.12282,1.12288,2019-06-05T23:00:00.000000000Z
1.12286,1.12324,1.12266,1.12270,2019-06-06T00:00:00.000000000Z
1.12273,1.12291,1.12240,1.12252,2019-06-06T01:00:00.000000000Z
1.12254,1.12274,1.12242,1.12272,2019-06-06T02:00:00.000000000Z
1.12268,1.12312,1.12266,1.12304,2019-06-06T03:00:00.000000000Z
1.12302,1.12328,1.12298,1.12328,2019-06-06T04:00:00.000000000Z
1.12326,1.12342,1.12303,1.12338,2019-06-06T05:00:00.000000000Z
1.12338,1.12358,1.12229,1.12285,2019-06-06T06:00:00.000000000Z
1.12283,1.12348,1.12228,1.12326,2019-06-06T07:00:00.000000000Z
1.12324,1.12425,1.12322,1.12394,2019-06-06T08:00:00.000000000Z
1.12392,1.12395,1.12324,1.12370,2019-06-06T09:00:00.000000000Z
1.12368,1.12396,1.12312,1.12346,2019-06-06T10:00:00.000000000Z
1.12344,1.12724,1.12018,1.12644,2019-06-06T11:00:00.000000000Z
1.12646,1.13090,1.12598,1.12862,2019-06-06T12:00:00.000000000Z
1.12865,1.12962,1.12444,1.12550,2019-06-06T13:00:00.000000000Z
1.12547,1.12834,1.12547,1.12807,2019-06-06T14:00:00.000000000Z
1.12810,1.13000,1.12800,1.12940,2019-06-06T15:00:00.000000000Z
1.12938,1.13002,1.12826,1.12935,2019-06-06T16:00:00.000000000Z
1.12938,1.12947,1.12868,1.12876,2019-06-06T17:00:00.000000000Z
1.12878,1.12888,1.12675,1.12732,2019-06-06T18:00:00.000000000Z
1.12730,1.12820,1.12728,1.12746,2019-06-06T19:00:00.000000000Z
1.12749,1.12757,1.12684,1.12754,2019-06-06T20:00:00.000000000Z
1.12780,1.12800,1.12736,1.12772,2019-06-06T21:00:00.000000000Z
1.12770,1.12794,1.12764,1.12774,2019-06-06T22:00:00.000000000Z
1.12772,1.12791,1.12756,1.12758,2019-06-06T23:00:00.000000000Z
1.12756,1.12764,1.12724,1.12748,2019-06-07T00:00:00.000000000Z
1.12746,1.12754,1.12710,1.12750,2019-06-07T01:00:00.000000000Z
1.12747,1.12750,1.12680,1.12686,2019-06-07T02:00:00.000000000Z
1.12688,1.12700,1.12662,1.12670,2019-06-07T03:00:00.000000000Z
1.12672,1.12684,1.12666,1.12671,2019-06-07T04:00:00.000000000Z
1.12668,1.12674,1.12638,1.12644,2019-06-07T05:00:00.000000000Z
1.12644,1.12668,1.12566,1.12624,2019-06-07T06:00:00.000000000Z
1.12622,1.12702,1.12598,1.12628,2019-06-07T07:00:00.000000000Z
1.12625,1.12683,1.12576,1.12652,2019-06-07T08:00:00.000000000Z
1.12650,1.12688,1.12568,1.12568,2019-06-07T09:00:00.000000000Z
1.12566,1.12660,1.12514,1.12629,2019-06-07T10:00:00.000000000Z
1.12627,1.12714,1.12622,1.12708,2019-06-07T11:00:00.000000000Z
1.12710,1.13268,1.12697,1.13170,2019-06-07T12:00:00.000000000Z
1.13172,1.13261,1.13078,1.13192,2019-06-07T13:00:00.000000000Z
1.13194,1.13478,1.13162,1.13375,2019-06-07T14:00:00.000000000Z
1.13378,1.13458,1.13234,1.13242,2019-06-07T15:00:00.000000000Z
1.13240,1.13422,1.13237,1.13398,2019-06-07T16:00:00.000000000Z
1.13400,1.13436,1.13340,1.13433,2019-06-07T17:00:00.000000000Z
1.13435,1.13440,1.13311,1.13393,2019-06-07T18:00:00.000000000Z
1.13395,1.13395,1.13268,1.13334,2019-06-07T19:00:00.000000000Z
1.13332,1.13370,1.13302,1.13333,2019-06-07T20:00:00.000000000Z
1.13213,1.13282,1.13200,1.13282,2019-06-09T21:00:00.000000000Z
1.13286,1.13311,1.13172,1.13172,2019-06-09T22:00:00.000000000Z
1.13174,1.13213,1.13146,1.13192,2019-06-09T23:00:00.000000000Z
1.13190,1.13244,1.13163,1.13163,2019-06-10T00:00:00.000000000Z
1.13165,1.13168,1.13110,1.13156,2019-06-10T01:00:00.000000000Z
1.13153,1.13156,1.13110,1.13132,2019-06-10T02:00:00.000000000Z
1.13134,1.13148,1.13106,1.13110,2019-06-10T03:00:00.000000000Z
1.13112,1.13123,1.13066,1.13080,2019-06-10T04:00:00.000000000Z
1.13082,1.13088,1.13026,1.13045,2019-06-10T05:00:00.000000000Z
1.13045,1.13128,1.13036,1.13113,2019-06-10T06:00:00.000000000Z
1.13110,1.13110,1.12901,1.12932,2019-06-10T07:00:00.000000000Z
1.12934,1.13017,1.12920,1.12966,2019-06-10T08:00:00.000000000Z
1.12964,1.13068,1.12956,1.13065,2019-06-10T09:00:00.000000000Z
1.13063,1.13096,1.13047,1.13080,2019-06-10T10:00:00.000000000Z
1.13078,1.13106,1.12974,1.12978,2019-06-10T11:00:00.000000000Z
1.12980,1.13114,1.12980,1.13086,2019-06-10T12:00:00.000000000Z
1.13088,1.13198,1.12998,1.13008,2019-06-10T13:00:00.000000000Z
1.13010,1.13173,1.12908,1.13160,2019-06-10T14:00:00.000000000Z
1.13162,1.13198,1.13092,1.13100,2019-06-10T15:00:00.000000000Z
1.13102,1.13176,1.13086,1.13163,2019-06-10T16:00:00.000000000Z
1.13160,1.13180,1.13096,1.13140,2019-06-10T17:00:00.000000000Z
1.13142,1.13244,1.13128,1.13153,2019-06-10T18:00:00.000000000Z
1.13156,1.13192,1.13137,1.13178,2019-06-10T19:00:00.000000000Z
1.13176,1.13185,1.13102,1.13116,2019-06-10T20:00:00.000000000Z
1.13119,1.13143,1.13100,1.13133,2019-06-10T21:00:00.000000000Z
1.13130,1.13150,1.13128,1.13148,2019-06-10T22:00:00.000000000Z
1.13150,1.13184,1.13148,1.13182,2019-06-10T23:00:00.000000000Z
1.13184,1.13184,1.13091,1.13148,2019-06-11T00:00:00.000000000Z
1.13151,1.13189,1.13085,1.13110,2019-06-11T01:00:00.000000000Z
1.13106,1.13159,1.13076,1.13158,2019-06-11T02:00:00.000000000Z
1.13160,1.13163,1.13130,1.13140,2019-06-11T03:00:00.000000000Z
1.13143,1.13184,1.13120,1.13176,2019-06-11T04:00:00.000000000Z
1.13174,1.13194,1.13143,1.13192,2019-06-11T05:00:00.000000000Z
1.13192,1.13224,1.13134,1.13150,2019-06-11T06:00:00.000000000Z
1.13152,1.13318,1.13146,1.13210,2019-06-11T07:00:00.000000000Z
1.13207,1.13250,1.13118,1.13128,2019-06-11T08:00:00.000000000Z
1.13130,1.13202,1.13128,1.13187,2019-06-11T09:00:00.000000000Z
1.13190,1.13250,1.13134,1.13142,2019-06-11T10:00:00.000000000Z
1.13144,1.13211,1.13038,1.13102,2019-06-11T11:00:00.000000000Z
1.13099,1.13268,1.13013,1.13186,2019-06-11T12:00:00.000000000Z
1.13188,1.13256,1.13127,1.13151,2019-06-11T13:00:00.000000000Z
1.13153,1.13250,1.13110,1.13146,2019-06-11T14:00:00.000000000Z
1.13144,1.13180,1.13090,1.13153,2019-06-11T15:00:00.000000000Z
1.13156,1.13314,1.13142,1.13295,2019-06-11T16:00:00.000000000Z
1.13298,1.13372,1.13259,1.13328,2019-06-11T17:00:00.000000000Z
1.13324,1.13376,1.13312,1.13322,2019-06-11T18:00:00.000000000Z
1.13324,1.13329,1.13264,1.13282,2019-06-11T19:00:00.000000000Z
1.13285,1.13298,1.13248,1.13260,2019-06-11T20:00:00.000000000Z
1.13270,1.13292,1.13265,1.13278,2019-06-11T21:00:00.000000000Z
1.13276,1.13292,1.13268,1.13280,2019-06-11T22:00:00.000000000Z
1.13282,1.13300,1.13264,1.13296,2019-06-11T23:00:00.000000000Z
1.13293,1.13321,1.13270,1.13293,2019-06-12T00:00:00.000000000Z
1.13296,1.13341,1.13272,1.13290,2019-06-12T01:00:00.000000000Z
1.13288,1.13300,1.13262,1.13280,2019-06-12T02:00:00.000000000Z
1.13283,1.13341,1.13283,1.13336,2019-06-12T03:00:00.000000000Z
1.13334,1.13344,1.13311,1.13341,2019-06-12T04:00:00.000000000Z
1.13339,1.13376,1.13310,1.13374,2019-06-12T05:00:00.000000000Z
1.13374,1.13407,1.13326,1.13343,2019-06-12T06:00:00.000000000Z
1.13341,1.13402,1.13294,1.13398,2019-06-12T07:00:00.000000000Z
1.13395,1.13434,1.13324,1.13340,2019-06-12T08:00:00.000000000Z
1.13344,1.13356,1.13244,1.13291,2019-06-12T09:00:00.000000000Z
1.13293,1.13314,1.13122,1.13202,2019-06-12T10:00:00.000000000Z
1.13199,1.13256,1.13151,1.13217,2019-06-12T11:00:00.000000000Z
1.13219,1.13407,1.13143,1.13198,2019-06-12T12:00:00.000000000Z
1.13196,1.13199,1.13074,1.13154,2019-06-12T13:00:00.000000000Z
1.13151,1.13260,1.13132,1.13208,2019-06-12T14:00:00.000000000Z
1.13205,1.13250,1.13086,1.13103,2019-06-12T15:00:00.000000000Z
1.13101,1.13155,1.12893,1.12973,2019-06-12T16:00:00.000000000Z
1.12970,1.12984,1.12913,1.12942,2019-06-12T17:00:00.000000000Z
1.12940,1.12962,1.12825,1.12858,2019-06-12T18:00:00.000000000Z
1.12860,1.12893,1.12842,1.12876,2019-06-12T19:00:00.000000000Z
1.12874,1.12893,1.12854,1.12874,2019-06-12T20:00:00.000000000Z
1.12878,1.12921,1.12877,1.12916,2019-06-12T21:00:00.000000000Z
1.12914,1.12938,1.12914,1.12928,2019-06-12T22:00:00.000000000Z
1.12926,1.12944,1.12923,1.12926,2019-06-12T23:00:00.000000000Z
1.12924,1.12956,1.12906,1.12907,2019-06-13T00:00:00.000000000Z
1.12909,1.12982,1.12882,1.12957,2019-06-13T01:00:00.000000000Z
1.12954,1.12972,1.12934,1.12942,2019-06-13T02:00:00.000000000Z
1.12940,1.12960,1.12914,1.12934,2019-06-13T03:00:00.000000000Z
1.12930,1.12980,1.12914,1.12980,2019-06-13T04:00:00.000000000Z
1.12978,1.13005,1.12962,1.12990,2019-06-13T05:00:00.000000000Z
1.12990,1.13036,1.12864,1.12948,2019-06-13T06:00:00.000000000Z
1.12951,1.13018,1.12924,1.12952,2019-06-13T07:00:00.000000000Z
1.12949,1.13003,1.12918,1.12918,2019-06-13T08:00:00.000000000Z
1.12920,1.12958,1.12872,1.12888,2019-06-13T09:00:00.000000000Z
1.12891,1.12930,1.12842,1.12873,2019-06-13T10:00:00.000000000Z
1.12870,1.12968,1.12852,1.12968,2019-06-13T11:00:00.000000000Z
1.12966,1.12966,1.12737,1.12784,2019-06-13T12:00:00.000000000Z
1.12787,1.12842,1.12716,1.12726,2019-06-13T13:00:00.000000000Z
1.12723,1.12812,1.12686,1.12717,2019-06-13T14:00:00.000000000Z
1.12714,1.12776,1.12705,1.12744,2019-06-13T15:00:00.000000000Z
1.12747,1.12796,1.12734,1.12762,2019-06-13T16:00:00.000000000Z
1.12764,1.12842,1.12752,1.12796,2019-06-13T17:00:00.000000000Z
1.12798,1.12850,1.12764,1.12788,2019-06-13T18:00:00.000000000Z
1.12791,1.12819,1.12732,1.12746,2019-06-13T19:00:00.000000000Z
1.12744,1.12769,1.12732,1.12764,2019-06-13T20:00:00.000000000Z
1.12772,1.12788,1.12758,1.12770,2019-06-13T21:00:00.000000000Z
1.12768,1.12810,1.12763,1.12782,2019-06-13T22:00:00.000000000Z
1.12779,1.12807,1.12776,1.12796,2019-06-13T23:00:00.000000000Z
1.12793,1.12824,1.12786,1.12788,2019-06-14T00:00:00.000000000Z
1.12786,1.12792,1.12736,1.12758,2019-06-14T01:00:00.000000000Z
1.12754,1.12806,1.12746,1.12748,2019-06-14T02:00:00.000000000Z
1.12750,1.12771,1.12703,1.12720,2019-06-14T03:00:00.000000000Z
1.12718,1.12741,1.12708,1.12728,2019-06-14T04:00:00.000000000Z
1.12726,1.12740,1.12697,1.12713,2019-06-14T05:00:00.000000000Z
1.12713,1.12822,1.12706,1.12819,2019-06-14T06:00:00.000000000Z
1.12817,1.12874,1.12746,1.12842,2019-06-14T07:00:00.000000000Z
1.12844,1.12892,1.12778,1.12798,2019-06-14T08:00:00.000000000Z
1.12796,1.12796,1.12602,1.12704,2019-06-14T09:00:00.000000000Z
1.12701,1.12724,1.12618,1.12642,2019-06-14T10:00:00.000000000Z
1.12640,1.12656,1.12518,1.12589,2019-06-14T11:00:00.000000000Z
1.12592,1.12682,1.12313,1.12314,2019-06-14T12:00:00.000000000Z
1.12316,1.12436,1.12316,1.12420,2019-06-14T13:00:00.000000000Z
1.12422,1.12459,1.12222,1.12254,2019-06-14T14:00:00.000000000Z
1.12252,1.12278,1.12136,1.12168,2019-06-14T15:00:00.000000000Z
1.12171,1.12176,1.12062,1.12085,2019-06-14T16:00:00.000000000Z
1.12087,1.12119,1.12025,1.12100,2019-06-14T17:00:00.000000000Z
1.12102,1.12140,1.12068,1.12068,2019-06-14T18:00:00.000000000Z
1.12071,1.12134,1.12071,1.12074,2019-06-14T19:00:00.000000000Z
1.12071,1.12126,1.12056,1.12096,2019-06-14T20:00:00.000000000Z
1.12108,1.12132,1.12098,1.12108,2019-06-16T21:00:00.000000000Z
1.12112,1.12157,1.12108,1.12147,2019-06-16T22:00:00.000000000Z
1.12149,1.12173,1.12142,1.12158,2019-06-16T23:00:00.000000000Z
1.12160,1.12217,1.12158,1.12192,2019-06-17T00:00:00.000000000Z
1.12190,1.12236,1.12174,1.12236,2019-06-17T01:00:00.000000000Z
1.12240,1.12240,1.12198,1.12198,2019-06-17T02:00:00.000000000Z
1.12200,1.12210,1.12192,1.12203,2019-06-17T03:00:00.000000000Z
1.12206,1.12206,1.12137,1.12167,2019-06-17T04:00:00.000000000Z
1.12164,1.12176,1.12138,1.12164,2019-06-17T05:00:00.000000000Z
1.12164,1.12167,1.12049,1.12099,2019-06-17T06:00:00.000000000Z
1.12102,1.12135,1.12039,1.12130,2019-06-17T07:00:00.000000000Z
1.12132,1.12186,1.12132,1.12141,2019-06-17T08:00:00.000000000Z
1.12139,1.12172,1.12108,1.12118,2019-06-17T09:00:00.000000000Z
1.12116,1.12198,1.12108,1.12196,2019-06-17T10:00:00.000000000Z
1.12198,1.12308,1.12156,1.12295,2019-06-17T11:00:00.000000000Z
1.12297,1.12470,1.12297,1.12368,2019-06-17T12:00:00.000000000Z
1.12366,1.12420,1.12349,1.12386,2019-06-17T13:00:00.000000000Z
1.12388,1.12438,1.12208,1.12238,2019-06-17T14:00:00.000000000Z
1.12235,1.12359,1.12224,1.12344,2019-06-17T15:00:00.000000000Z
1.12346,1.12380,1.12264,1.12264,2019-06-17T16:00:00.000000000Z
1.12266,1.12281,1.12186,1.12190,2019-06-17T17:00:00.000000000Z
1.12193,1.12216,1.12140,1.12172,2019-06-17T18:00:00.000000000Z
1.12169,1.12197,1.12150,1.12164,2019-06-17T19:00:00.000000000Z
1.12161,1.12196,1.12154,1.12180,2019-06-17T20:00:00.000000000Z
1.12186,1.12216,1.12186,1.12214,2019-06-17T21:00:00.000000000Z
1.12216,1.12235,1.12207,1.12214,2019-06-17T22:00:00.000000000Z
1.12216,1.12249,1.12210,1.12244,2019-06-17T23:00:00.000000000Z
1.12242,1.12262,1.12220,1.12252,2019-06-18T00:00:00.000000000Z
1.12254,1.12309,1.12249,1.12308,2019-06-18T01:00:00.000000000Z
1.12306,1.12342,1.12305,1.12320,2019-06-18T02:00:00.000000000Z
1.12318,1.12330,1.12303,1.12303,2019-06-18T03:00:00.000000000Z
1.12301,1.12336,1.12298,1.12334,2019-06-18T04:00:00.000000000Z
1.12331,1.12395,1.12322,1.12366,2019-06-18T05:00:00.000000000Z
1.12364,1.12382,1.12306,1.12364,2019-06-18T06:00:00.000000000Z
1.12362,1.12428,1.12360,1.12376,2019-06-18T07:00:00.000000000Z
1.12378,1.12378,1.11883,1.11905,2019-06-18T08:00:00.000000000Z
1.11903,1.11908,1.11816,1.11852,2019-06-18T09:00:00.000000000Z
1.11849,1.12102,1.11831,1.12026,2019-06-18T10:00:00.000000000Z
1.12030,1.12044,1.11866,1.11960,2019-06-18T11:00:00.000000000Z
1.11957,1.12080,1.11852,1.11986,2019-06-18T12:00:00.000000000Z
1.11988,1.12058,1.11956,1.11988,2019-06-18T13:00:00.000000000Z
1.11984,1.11984,1.11822,1.11863,2019-06-18T14:00:00.000000000Z
1.11861,1.12129,1.11830,1.11958,2019-06-18T15:00:00.000000000Z
1.11960,1.12012,1.11943,1.12012,2019-06-18T16:00:00.000000000Z
1.12014,1.12044,1.11906,1.11948,2019-06-18T17:00:00.000000000Z
1.11952,1.11968,1.11934,1.11942,2019-06-18T18:00:00.000000000Z
1.11944,1.11986,1.11930,1.11944,2019-06-18T19:00:00.000000000Z
1.11942,1.11992,1.11936,1.11942,2019-06-18T20:00:00.000000000Z
1.11936,1.11970,1.11936,1.11946,2019-06-18T21:00:00.000000000Z
1.11944,1.11962,1.11944,1.11952,2019-06-18T22:00:00.000000000Z
1.11954,1.11979,1.11952,1.11979,2019-06-18T23:00:00.000000000Z
1.11982,1.12023,1.11967,1.12005,2019-06-19T00:00:00.000000000Z
1.12003,1.12010,1.11934,1.11954,2019-06-19T01:00:00.000000000Z
1.11957,1.11969,1.11918,1.11930,2019-06-19T02:00:00.000000000Z
1.11932,1.11937,1.11909,1.11934,2019-06-19T03:00:00.000000000Z
1.11937,1.11942,1.11873,1.11883,2019-06-19T04:00:00.000000000Z
1.11885,1.11939,1.11878,1.11924,2019-06-19T05:00:00.000000000Z
1.11926,1.11966,1.11914,1.11959,2019-06-19T06:00:00.000000000Z
1.11962,1.12008,1.11893,1.12005,2019-06-19T07:00:00.000000000Z
1.12003,1.12060,1.11976,1.12003,2019-06-19T08:00:00.000000000Z
1.12000,1.12063,1.11974,1.12030,2019-06-19T09:00:00.000000000Z
1.12028,1.12074,1.12010,1.12070,2019-06-19T10:00:00.000000000Z
1.12072,1.12080,1.12025,1.12033,2019-06-19T11:00:00.000000000Z
1.12030,1.12072,1.12010,1.12052,2019-06-19T12:00:00.000000000Z
1.12050,1.12083,1.12024,1.12042,2019-06-19T13:00:00.000000000Z
1.12044,1.12168,1.12012,1.12164,2019-06-19T14:00:00.000000000Z
1.12162,1.12202,1.12134,1.12134,2019-06-19T15:00:00.000000000Z
1.12132,1.12158,1.12049,1.12152,2019-06-19T16:00:00.000000000Z
1.12155,1.12222,1.12130,1.12192,2019-06-19T17:00:00.000000000Z
1.12183,1.12540,1.12183,1.12464,2019-06-19T18:00:00.000000000Z
1.12462,1.12475,1.12203,1.12288,2019-06-19T19:00:00.000000000Z
1.12286,1.12316,1.12259,1.12262,2019-06-19T20:00:00.000000000Z
1.12264,1.12307,1.12264,1.12294,2019-06-19T21:00:00.000000000Z
1.12297,1.12361,1.12295,1.12358,2019-06-19T22:00:00.000000000Z
1.12356,1.12382,1.12347,1.12358,2019-06-19T23:00:00.000000000Z
1.12356,1.12581,1.12353,1.12576,2019-06-20T00:00:00.000000000Z
1.12578,1.12662,1.12558,1.12634,2019-06-20T01:00:00.000000000Z
1.12632,1.12692,1.12572,1.12674,2019-06-20T02:00:00.000000000Z
1.12672,1.12730,1.12648,1.12713,2019-06-20T03:00:00.000000000Z
1.12710,1.12724,1.12618,1.12618,2019-06-20T04:00:00.000000000Z
1.12616,1.12693,1.12602,1.12658,2019-06-20T05:00:00.000000000Z
1.12660,1.12842,1.12654,1.12756,2019-06-20T06:00:00.000000000Z
1.12758,1.12982,1.12692,1.12978,2019-06-20T07:00:00.000000000Z
1.12976,1.13014,1.12820,1.12896,2019-06-20T08:00:00.000000000Z
1.12899,1.13054,1.12862,1.13048,2019-06-20T09:00:00.000000000Z
1.13046,1.13062,1.12973,1.13030,2019-06-20T10:00:00.000000000Z
1.13028,1.13155,1.12994,1.13105,2019-06-20T11:00:00.000000000Z
1.13103,1.13174,1.12941,1.13026,2019-06-20T12:00:00.000000000Z
1.13023,1.13053,1.12934,1.12958,2019-06-20T13:00:00.000000000Z
1.12956,1.13076,1.12856,1.12887,2019-06-20T14:00:00.000000000Z
1.12890,1.12939,1.12708,1.12832,2019-06-20T15:00:00.000000000Z
1.12830,1.12978,1.12816,1.12926,2019-06-20T16:00:00.000000000Z
1.12924,1.12970,1.12872,1.12952,2019-06-20T17:00:00.000000000Z
1.12949,1.12976,1.12868,1.12930,2019-06-20T18:00:00.000000000Z
1.12933,1.12980,1.12896,1.12918,2019-06-20T19:00:00.000000000Z
1.12916,1.12930,1.12858,1.12916,2019-06-20T20:00:00.000000000Z
1.12931,1.12954,1.12906,1.12936,2019-06-20T21:00:00.000000000Z
1.12938,1.12951,1.12921,1.12926,2019-06-20T22:00:00.000000000Z
1.12928,1.12956,1.12888,1.12945,2019-06-20T23:00:00.000000000Z
1.13660,1.13703,1.13660,1.13680,2019-06-25T23:00:00.000000000Z
1.13678,1.13723,1.13605,1.13622,2019-06-26T00:00:00.000000000Z
1.13626,1.13626,1.13536,1.13578,2019-06-26T01:00:00.000000000Z
1.13575,1.13602,1.13532,1.13548,2019-06-26T02:00:00.000000000Z
1.13546,1.13572,1.13538,1.13556,2019-06-26T03:00:00.000000000Z
1.13558,1.13574,1.13529,1.13560,2019-06-26T04:00:00.000000000Z
1.13557,1.13630,1.13547,1.13630,2019-06-26T05:00:00.000000000Z
1.13630,1.13650,1.13566,1.13590,2019-06-26T06:00:00.000000000Z
1.13587,1.13743,1.13578,1.13642,2019-06-26T07:00:00.000000000Z
1.13640,1.13690,1.13548,1.13586,2019-06-26T08:00:00.000000000Z
1.13584,1.13662,1.13516,1.13596,2019-06-26T09:00:00.000000000Z
1.13598,1.13686,1.13568,1.13668,2019-06-26T10:00:00.000000000Z
1.13670,1.13678,1.13580,1.13599,2019-06-26T11:00:00.000000000Z
1.13602,1.13683,1.13555,1.13595,2019-06-26T12:00:00.000000000Z
1.13592,1.13633,1.13476,1.13506,2019-06-26T13:00:00.000000000Z
1.13509,1.13826,1.13509,1.13773,2019-06-26T14:00:00.000000000Z
1.13770,1.13914,1.13728,1.13912,2019-06-26T15:00:00.000000000Z
1.13909,1.13909,1.13816,1.13830,2019-06-26T16:00:00.000000000Z
1.13828,1.13834,1.13746,1.13748,2019-06-26T17:00:00.000000000Z
1.13752,1.13761,1.13683,1.13693,2019-06-26T18:00:00.000000000Z
1.13696,1.13736,1.13646,1.13656,2019-06-26T19:00:00.000000000Z
1.13654,1.13697,1.13646,1.13686,2019-06-26T20:00:00.000000000Z
1.13690,1.13766,1.13690,1.13742,2019-06-26T21:00:00.000000000Z
1.13740,1.13749,1.13726,1.13733,2019-06-26T22:00:00.000000000Z
1.13731,1.13748,1.13724,1.13736,2019-06-26T23:00:00.000000000Z
1.13739,1.13744,1.13692,1.13728,2019-06-27T00:00:00.000000000Z
1.13726,1.13742,1.13681,1.13708,2019-06-27T01:00:00.000000000Z
1.13705,1.13705,1.13597,1.13620,2019-06-27T02:00:00.000000000Z
1.13622,1.13636,1.13588,1.13593,2019-06-27T03:00:00.000000000Z
1.13591,1.13591,1.13492,1.13530,2019-06-27T04:00:00.000000000Z
1.13532,1.13555,1.13479,1.13553,2019-06-27T05:00:00.000000000Z
1.13553,1.13600,1.13506,1.13580,2019-06-27T06:00:00.000000000Z
1.13582,1.13735,1.13582,1.13678,2019-06-27T07:00:00.000000000Z
1.13680,1.13745,1.13637,1.13718,2019-06-27T08:00:00.000000000Z
1.13716,1.13815,1.13666,1.13752,2019-06-27T09:00:00.000000000Z
1.13750,1.13806,1.13666,1.13786,2019-06-27T10:00:00.000000000Z
1.13784,1.13808,1.13699,1.13752,2019-06-27T11:00:00.000000000Z
1.13756,1.13765,1.13644,1.13666,2019-06-27T12:00:00.000000000Z
1.13668,1.13678,1.13566,1.13588,2019-06-27T13:00:00.000000000Z
1.13585,1.13736,1.13578,1.13692,2019-06-27T14:00:00.000000000Z
1.13694,1.13748,1.13623,1.13712,2019-06-27T15:00:00.000000000Z
1.13714,1.13717,1.13630,1.13664,2019-06-27T16:00:00.000000000Z
1.13662,1.13710,1.13648,1.13675,2019-06-27T17:00:00.000000000Z
1.13672,1.13734,1.13655,1.13734,2019-06-27T18:00:00.000000000Z
1.13736,1.13739,1.13669,1.13686,2019-06-27T19:00:00.000000000Z
1.13684,1.13716,1.13682,1.13694,2019-06-27T20:00:00.000000000Z
1.13688,1.13696,1.13674,1.13686,2019-06-27T21:00:00.000000000Z
1.13684,1.13692,1.13677,1.13682,2019-06-27T22:00:00.000000000Z
1.13680,1.13732,1.13678,1.13712,2019-06-27T23:00:00.000000000Z
1.13714,1.13763,1.13691,1.13700,2019-06-28T00:00:00.000000000Z
1.13704,1.13724,1.13659,1.13669,2019-06-28T01:00:00.000000000Z
1.13666,1.13702,1.13658,1.13687,2019-06-28T02:00:00.000000000Z
1.13684,1.13687,1.13648,1.13654,2019-06-28T03:00:00.000000000Z
1.13657,1.13670,1.13626,1.13632,2019-06-28T04:00:00.000000000Z
1.13634,1.13642,1.13608,1.13634,2019-06-28T05:00:00.000000000Z
1.13636,1.13795,1.13636,1.13788,2019-06-28T06:00:00.000000000Z
1.13790,1.13927,1.13783,1.13870,2019-06-28T07:00:00.000000000Z
1.13873,1.13921,1.13832,1.13904,2019-06-28T08:00:00.000000000Z
1.13907,1.13935,1.13841,1.13847,2019-06-28T09:00:00.000000000Z
1.13844,1.13884,1.13813,1.13824,2019-06-28T10:00:00.000000000Z
1.13822,1.13844,1.13678,1.13716,2019-06-28T11:00:00.000000000Z
1.13718,1.13854,1.13715,1.13854,2019-06-28T12:00:00.000000000Z
1.13852,1.13888,1.13772,1.13828,2019-06-28T13:00:00.000000000Z
1.13830,1.13893,1.13759,1.13888,2019-06-28T14:00:00.000000000Z
1.13886,1.13922,1.13717,1.13747,2019-06-28T15:00:00.000000000Z
1.13744,1.13758,1.13508,1.13588,2019-06-28T16:00:00.000000000Z
1.13586,1.13690,1.13557,1.13688,2019-06-28T17:00:00.000000000Z
1.13686,1.13781,1.13660,1.13770,2019-06-28T18:00:00.000000000Z
1.13768,1.13768,1.13698,1.13716,2019-06-28T19:00:00.000000000Z
1.13718,1.13721,1.13668,1.13721,2019-06-28T20:00:00.000000000Z
1.13614,1.13692,1.13593,1.13663,2019-06-30T21:00:00.000000000Z
1.13666,1.13686,1.13630,1.13686,2019-06-30T22:00:00.000000000Z
1.13688,1.13711,1.13601,1.13601,2019-06-30T23:00:00.000000000Z
1.13599,1.13638,1.13540,1.13540,2019-07-01T00:00:00.000000000Z
1.13542,1.13554,1.13482,1.13516,2019-07-01T01:00:00.000000000Z
1.13514,1.13566,1.13512,1.13523,2019-07-01T02:00:00.000000000Z
1.13526,1.13534,1.13497,1.13526,2019-07-01T03:00:00.000000000Z
1.13524,1.13532,1.13484,1.13486,2019-07-01T04:00:00.000000000Z
1.13488,1.13490,1.13217,1.13284,2019-07-01T05:00:00.000000000Z
1.13284,1.13332,1.13242,1.13269,2019-07-01T06:00:00.000000000Z
1.13272,1.13295,1.13167,1.13215,2019-07-01T07:00:00.000000000Z
1.13218,1.13332,1.13203,1.13308,2019-07-01T08:00:00.000000000Z
1.13306,1.13340,1.13208,1.13236,2019-07-01T09:00:00.000000000Z
1.13239,1.13375,1.13239,1.13372,2019-07-01T10:00:00.000000000Z
1.13370,1.13602,1.13354,1.13478,2019-07-01T11:00:00.000000000Z
1.13480,1.13562,1.13429,1.13460,2019-07-01T12:00:00.000000000Z
1.13458,1.13491,1.13339,1.13362,2019-07-01T13:00:00.000000000Z
1.13360,1.13372,1.13212,1.13244,2019-07-01T14:00:00.000000000Z
1.13246,1.13252,1.13040,1.13069,2019-07-01T15:00:00.000000000Z
1.13067,1.13076,1.12924,1.12942,2019-07-01T16:00:00.000000000Z
1.12940,1.12954,1.12812,1.12834,2019-07-01T17:00:00.000000000Z
1.12836,1.12876,1.12822,1.12853,2019-07-01T18:00:00.000000000Z
